"pred_ili[15,13]","pred_ili[16,13]","pred_ili[17,13]","pred_ili[18,13]","pred_ili[19,13]","pred_ili[20,13]"
0.0148964,0.0137253,0.0121791,0.0134394,0.0137033,0.0157131
0.0110764,0.0142152,0.0124101,0.0124158,0.0129756,0.0190425
0.013073,0.0156596,0.0122569,0.00928341,0.0109665,0.0129449
0.0125785,0.0168903,0.0147213,0.0158226,0.0166607,0.0172171
0.0114085,0.0146399,0.0142968,0.0124071,0.0157193,0.0189476
0.0139105,0.0115818,0.0100984,0.0115079,0.0104466,0.0147685
0.0109509,0.0176981,0.0130502,0.0107463,0.010751,0.013878
0.0138481,0.015493,0.0116785,0.0112688,0.0126311,0.015889
0.0121544,0.0146586,0.00997683,0.0117965,0.0126159,0.0125572
0.012938,0.0146359,0.0137218,0.0147008,0.0134138,0.0208432
0.0108201,0.0108712,0.00904989,0.0110612,0.0112959,0.0117458
0.011702,0.0145647,0.0140979,0.0125773,0.0108601,0.0147039
0.013037,0.0135081,0.0124743,0.01262,0.0106778,0.0105517
0.0118953,0.0122823,0.00964378,0.0097887,0.00986177,0.00448092
0.0126206,0.0150905,0.0117793,0.0115092,0.00961036,0.0154227
0.0117974,0.0116478,0.00709988,0.00871134,0.00639174,0.00845799
0.0108165,0.0114393,0.00845908,0.00883754,0.00781794,0.0117185
0.0133728,0.0130035,0.0098841,0.00768765,0.00738547,0.00852481
0.0141908,0.0142721,0.0146162,0.0162626,0.0171329,0.0207476
0.0123988,0.0165148,0.0109259,0.0112623,0.0106575,0.0138229
0.0117265,0.0133903,0.0115503,0.0148768,0.0167884,0.0157045
0.0127447,0.0142997,0.0107568,0.0113901,0.0114362,0.0160355
0.0130718,0.0143649,0.0124468,0.011941,0.0162277,0.0215508
0.0124207,0.0128592,0.0125373,0.00991177,0.0127601,0.0219336
0.0127034,0.0140068,0.00995969,0.0110562,0.0146297,0.0235296
0.00996079,0.0127857,0.0115703,0.0145551,0.0255417,0.0448892
0.0135619,0.016816,0.0150892,0.0143331,0.0138106,0.0129347
0.0112126,0.0163543,0.0125557,0.00925813,0.0117387,0.0198878
0.0129045,0.0131144,0.00938477,0.011429,0.013871,0.0210704
0.0115123,0.0169432,0.012273,0.0136543,0.0125716,0.017464
0.0156221,0.0112642,0.00666746,0.0103206,0.00938244,0.0130679
0.009314,0.00942764,0.0082744,0.00740056,0.00610972,0.0103459
0.0112588,0.0133202,0.010623,0.0136817,0.0117348,0.0185349
0.0165002,0.0207965,0.0135167,0.0171569,0.0175715,0.0225144
0.0115018,0.0111986,0.00953022,0.00886678,0.00882002,0.0103249
0.0136746,0.0189745,0.0131457,0.0129664,0.0118414,0.0167588
0.010577,0.0136472,0.011623,0.00982495,0.0120912,0.0154717
0.0130611,0.0119358,0.0127935,0.0127786,0.0135855,0.017013
0.010628,0.0097762,0.00741702,0.00481139,0.00970661,0.0135834
0.0123734,0.0190086,0.0150221,0.0138364,0.0156276,0.0195294
0.012381,0.0128857,0.0103275,0.00996522,0.0104662,0.00931465
0.0130328,0.0138499,0.0116572,0.0109972,0.00752306,0.0106548
0.0120857,0.0132998,0.0105683,0.00937183,0.00830802,0.00990613
0.0106146,0.0153446,0.0106464,0.0147165,0.012959,0.0145668
0.0141082,0.0162018,0.0143093,0.0113284,0.0132998,0.0167129
0.0117932,0.0124035,0.0107558,0.00911515,0.00940335,0.012708
0.0109483,0.0144646,0.0127296,0.0123456,0.0122286,0.014166
0.0128839,0.0175024,0.0125578,0.0133147,0.0136221,0.0236045
0.014658,0.0146578,0.0145022,0.0162175,0.0131349,0.0175465
0.0130367,0.0129734,0.00959492,0.0116029,0.010417,0.0143151
0.0120091,0.011953,0.0116124,0.0126056,0.0125605,0.0198338
0.0111378,0.013706,0.0104515,0.0114112,0.0104973,0.0084136
0.00948062,0.0130076,0.0104337,0.0100034,0.00841462,0.0138684
0.0127539,0.0143197,0.00985808,0.00865089,0.00588205,0.00635797
0.0145647,0.0140106,0.0141413,0.0131953,0.0104412,0.0196043
0.0127879,0.0138139,0.0100527,0.00913892,0.0107151,0.0137269
0.0124801,0.0145004,0.012347,0.0147862,0.0143079,0.0151765
0.0123727,0.0167255,0.0108557,0.0160259,0.0170086,0.0219322
0.0129597,0.0147097,0.0137111,0.0157996,0.0159953,0.0162232
0.0124871,0.0178148,0.0144236,0.0106534,0.0136259,0.0165338
0.0132554,0.0128582,0.0104752,0.0113618,0.013103,0.0168504
0.0137744,0.0178361,0.0137843,0.0126892,0.0142243,0.0181503
0.01263,0.0175411,0.0127891,0.010946,0.0147893,0.0128045
0.0119187,0.00792084,0.00964715,0.0102886,0.0122457,0.0163341
0.011711,0.0136902,0.0104019,0.0111954,0.0113263,0.0126322
0.0130059,0.0169631,0.0131637,0.01274,0.0145069,0.0154763
0.0117739,0.0104974,0.0107217,0.0139404,0.0123561,0.0148668
0.0115816,0.0132668,0.0117037,0.0123772,0.013583,0.0169153
0.013967,0.0111705,0.0099471,0.012144,0.0110298,0.0115809
0.0120062,0.0120627,0.0103489,0.0126101,0.0116987,0.0154651
0.016782,0.0156998,0.013667,0.0114384,0.0135279,0.0180071
0.0120794,0.0143535,0.00797353,0.00733801,0.00805003,0.0125194
0.0110994,0.0128098,0.0111112,0.0105493,0.0117099,0.0146493
0.0150949,0.016674,0.0158909,0.0144878,0.0188491,0.0261573
0.0105174,0.0141964,0.0123672,0.0165981,0.0272153,0.0558385
0.0108622,0.0141967,0.0124394,0.0155007,0.0138925,0.0149573
0.0121324,0.0132586,0.0152737,0.0120684,0.0183805,0.0190334
0.0190096,0.0154996,0.0113434,0.0134972,0.0138894,0.0194621
0.0142795,0.0152428,0.0116563,0.0132336,0.0136191,0.0153708
0.0122516,0.0143953,0.0087861,0.00965337,0.00693359,0.0124954
0.0109615,0.0130889,0.0113539,0.0116239,0.0113015,0.0121321
0.0136749,0.0208862,0.0146005,0.0157891,0.0178384,0.022133
0.0114282,0.0105689,0.00752361,0.00798064,0.00732449,0.00527105
0.0146858,0.0149991,0.0139371,0.0156781,0.0131639,0.0168907
0.0127608,0.013946,0.0130689,0.0148336,0.0162626,0.020391
0.0122597,0.0124758,0.0105829,0.0122201,0.0147436,0.0160937
0.0139257,0.0139551,0.0108831,0.0121568,0.0168687,0.0191614
0.0128539,0.0131045,0.0152954,0.0158735,0.0143797,0.0197416
0.0113757,0.0140874,0.00957262,0.00755192,0.00793127,0.00649841
0.00966374,0.0137301,0.0105714,0.0120368,0.0152976,0.017381
0.0135136,0.0129989,0.0104515,0.0114942,0.0127384,0.0134572
0.012153,0.0101832,0.00941981,0.00805561,0.00818033,0.0100409
0.0105965,0.0136029,0.0107702,0.0145669,0.0230617,0.0452392
0.0124723,0.0105406,0.0108265,0.0137307,0.0160239,0.0176686
0.0125285,0.0152317,0.0129549,0.0115144,0.0112455,0.0148328
0.0133538,0.0147339,0.0132341,0.016043,0.0154649,0.0229093
0.0137466,0.0157842,0.00653741,0.00361382,0.00392339,0.00306075
0.01105,0.0162785,0.0164564,0.0147046,0.0153027,0.0195468
0.0119059,0.0138793,0.0144252,0.018014,0.0163916,0.0195979
0.0140786,0.0164219,0.0130743,0.0175359,0.0175485,0.0225574
0.0106732,0.0126967,0.0120237,0.0096407,0.00754589,0.00353087
0.0131781,0.0157468,0.0138085,0.0141536,0.0127325,0.0168287
0.0122691,0.0140959,0.011654,0.0107857,0.0135077,0.0189559
0.0110957,0.0122689,0.0138901,0.011812,0.0114828,0.018565
0.0130782,0.0119319,0.00972091,0.0104284,0.0123798,0.0180765
0.0131996,0.0173104,0.0130115,0.0129621,0.0117254,0.017441
0.0123218,0.0165762,0.012011,0.0127075,0.0106202,0.0146748
0.0131453,0.0139087,0.00971734,0.0123964,0.0149837,0.0198489
0.0116158,0.0153114,0.014643,0.0182329,0.0193155,0.0323789
0.0144762,0.0183087,0.0145865,0.0150024,0.018948,0.0230844
0.0126842,0.0132395,0.0133007,0.0119133,0.010496,0.0188764
0.0115103,0.0167514,0.0135224,0.0150924,0.0184048,0.0228942
0.0118989,0.0120147,0.011739,0.0201563,0.0319972,0.0580769
0.0125691,0.0101977,0.0102031,0.00986731,0.0104335,0.0104938
0.0113943,0.015019,0.00965888,0.00812398,0.00877881,0.0146179
0.0115838,0.0116333,0.00681843,0.00928515,0.00991781,0.0122432
0.0113539,0.0116065,0.00891394,0.00591038,0.00414233,0.00267955
0.0105278,0.0169061,0.0117553,0.0139942,0.0133849,0.0129114
0.0118034,0.0142611,0.013631,0.0205087,0.0241396,0.02659
0.0130034,0.0123515,0.00981861,0.00920692,0.00928992,0.0128105
0.0123952,0.0101808,0.00831578,0.0125982,0.0138619,0.0166739
0.0126541,0.0150227,0.0130161,0.0138184,0.0161189,0.0181207
0.0126008,0.0169317,0.0172541,0.0195241,0.0228535,0.0347505
0.0117328,0.0151544,0.00935378,0.0106781,0.00830657,0.00996409
0.0113981,0.0133867,0.00953701,0.00729985,0.00927685,0.0115488
0.0113555,0.0140171,0.0144866,0.017097,0.0172647,0.0222798
0.0129536,0.0166602,0.0144096,0.011331,0.0100051,0.0146129
0.0141498,0.0115979,0.0121672,0.0127329,0.0129171,0.0158027
0.0134864,0.0124859,0.0100364,0.00901841,0.0126397,0.0129356
0.0117159,0.0167178,0.0121792,0.0123233,0.0112902,0.016248
0.0120001,0.0171048,0.0138414,0.0128115,0.0147677,0.0154831
0.0129932,0.0147148,0.0104736,0.0118517,0.0142197,0.0185444
0.0126686,0.0113333,0.00797843,0.00922399,0.00882263,0.0134145
0.0130723,0.0186812,0.017068,0.0166076,0.0171762,0.0190964
0.0130619,0.0102585,0.0105011,0.00651997,0.00789915,0.00868295
0.0117292,0.013159,0.012857,0.0118285,0.0138377,0.0193545
0.0120118,0.0116835,0.0104093,0.0093846,0.0118357,0.00912792
0.0123629,0.0154562,0.0110244,0.00868777,0.0142798,0.0118394
0.011465,0.0104331,0.00786434,0.00775419,0.0107672,0.0129207
0.0124512,0.0156377,0.0147652,0.0163324,0.0213548,0.0311396
0.0122248,0.0137465,0.0100116,0.00984366,0.0134543,0.0149071
0.0110873,0.0144118,0.0146922,0.0133061,0.0176932,0.0208293
0.0126747,0.0186149,0.0130907,0.0187396,0.018266,0.0273276
0.0134346,0.0129688,0.0107937,0.013341,0.0155093,0.0214966
0.0160338,0.0149482,0.0137244,0.0101216,0.0131043,0.0175406
0.0124152,0.0119481,0.00917638,0.00694553,0.00567823,0.00799878
0.0123826,0.0130137,0.0134734,0.0149493,0.0109555,0.0133321
0.0141518,0.0130003,0.0125897,0.0146335,0.0152294,0.0158316
0.0117888,0.00835612,0.00318478,0.00130529,0.00200206,0.00232236
0.0120934,0.0127474,0.0129976,0.0185859,0.0164523,0.0184676
0.0133282,0.0171814,0.0133245,0.0155733,0.0155683,0.0160017
0.0122181,0.0159386,0.0109698,0.00980498,0.0086731,0.0137654
0.0113936,0.0112437,0.00670313,0.00989985,0.00925534,0.00966628
0.0135515,0.0133472,0.0117962,0.0114657,0.00910549,0.0126439
0.0141182,0.0157636,0.0167437,0.0163483,0.0227108,0.0597371
0.0133106,0.0124768,0.0114668,0.0153987,0.0295425,0.0752417
0.0123803,0.0133746,0.0122322,0.0102477,0.00880259,0.0114204
0.0116219,0.0193084,0.0133115,0.0138043,0.012962,0.012949
0.0116445,0.0148104,0.00851061,0.00936093,0.0117079,0.0131158
0.0106502,0.015915,0.0178685,0.0180852,0.0197077,0.0189131
0.0141597,0.0163252,0.0206843,0.0167929,0.0188528,0.0201468
0.0129216,0.0176616,0.0155413,0.0165346,0.0183823,0.0185792
0.0124543,0.0117844,0.0114989,0.0117353,0.0108548,0.0158201
0.0121407,0.014355,0.0135079,0.0148101,0.0169481,0.0215213
0.0128412,0.0178087,0.013336,0.0141521,0.0123875,0.0161218
0.0116781,0.0147178,0.0127437,0.0163263,0.0190774,0.031566
0.0133813,0.0133835,0.00709761,0.00786465,0.00784299,0.0142192
0.0132174,0.0164006,0.0127335,0.0141584,0.0121662,0.0130368
0.0132347,0.0124937,0.00967635,0.0107393,0.00875322,0.0125232
0.0149856,0.0166028,0.0175974,0.0170387,0.0167063,0.0212921
0.0128822,0.0131598,0.01301,0.0147342,0.0137177,0.0199509
0.0120664,0.0126127,0.0104038,0.0106499,0.013627,0.0132524
0.0117649,0.0152303,0.011535,0.0111755,0.00814143,0.010656
0.0116107,0.0151773,0.0093337,0.0119291,0.0155488,0.01824
0.0110686,0.0160499,0.00982422,0.0109818,0.015546,0.0177169
0.0143495,0.0132898,0.0111763,0.0128539,0.0110975,0.00542416
0.0117318,0.0150962,0.0102244,0.0115397,0.0110909,0.014868
0.0135773,0.0168637,0.0115665,0.0114503,0.0114652,0.0153576
0.00994858,0.0123655,0.0118867,0.0103898,0.0144659,0.0414571
0.0110417,0.0166305,0.00869975,0.0111714,0.0121615,0.0163245
0.0132722,0.0131227,0.01071,0.0107816,0.0114957,0.0151371
0.0133594,0.0147488,0.0100596,0.0131535,0.0113906,0.0146924
0.0106823,0.013072,0.0110125,0.0115071,0.0102355,0.017157
0.0119967,0.0127401,0.0125905,0.0120415,0.0103355,0.0132053
0.0113655,0.0117867,0.0100814,0.00586423,0.00698583,0.0136241
0.0113148,0.0110254,0.00774766,0.00796343,0.00617635,0.0100547
0.00996066,0.0151089,0.0109239,0.0111992,0.0134507,0.0126252
0.0115,0.0136982,0.0133443,0.014162,0.0102265,0.0115568
0.014557,0.0175588,0.0136622,0.01397,0.0143741,0.0185525
0.0123093,0.0161731,0.0149024,0.0145721,0.0140909,0.0187792
0.0143724,0.0154332,0.0153056,0.0339392,0.0407018,0.0579121
0.0123562,0.0121039,0.00941736,0.0113129,0.00855329,0.00985392
0.0133818,0.013666,0.0105464,0.0137906,0.0152442,0.0312924
0.0136273,0.0153722,0.0124105,0.0136867,0.0148587,0.0175398
0.0124545,0.0147212,0.0131235,0.0125721,0.0116744,0.0170557
0.0118742,0.0133797,0.0111768,0.0113052,0.0116315,0.0231958
0.0121344,0.0134549,0.0101665,0.0091939,0.00947138,0.0152174
0.0129725,0.0132795,0.0126229,0.0151828,0.0202493,0.0213735
0.0124254,0.0160154,0.0132497,0.0135174,0.0158027,0.0209523
0.0133295,0.0190133,0.014207,0.0124974,0.015934,0.0247256
0.0133286,0.012959,0.0113458,0.0118912,0.0124154,0.0179108
0.0128475,0.0162908,0.00992153,0.0111045,0.0129768,0.0152175
0.0140071,0.0153151,0.0116318,0.0104156,0.0103632,0.0142211
0.0123744,0.016855,0.0134401,0.0163738,0.0179346,0.0221766
0.0129041,0.0161329,0.0141409,0.0149617,0.0228626,0.0219482
0.0125447,0.0146367,0.00974633,0.0096795,0.0137072,0.0201542
0.0114026,0.0134045,0.0105514,0.0116794,0.0162269,0.0212302
0.0127678,0.0160262,0.0115805,0.0156947,0.0185845,0.0348296
0.0112747,0.0118877,0.0147821,0.0122642,0.0137316,0.0221136
0.012652,0.0143344,0.0114184,0.0122687,0.0123159,0.0181301
0.0146383,0.0115763,0.0111162,0.0108485,0.0149297,0.0191705
0.00946354,0.0102666,0.0129142,0.013085,0.016736,0.0241266
0.0121382,0.0128699,0.011563,0.0104689,0.0117384,0.0177763
0.013972,0.015864,0.0137974,0.0136638,0.0144873,0.0218364
0.0129714,0.011224,0.00914442,0.00958839,0.00960447,0.0124877
0.0111111,0.0129936,0.0075717,0.00736208,0.00802529,0.0111046
0.0154419,0.0163195,0.0117128,0.0134323,0.0128579,0.0161995
0.0148912,0.0138375,0.0122724,0.0122115,0.0117928,0.0160562
0.0120753,0.0135381,0.0103881,0.0124256,0.0146554,0.0174301
0.0119391,0.0114278,0.0104204,0.0102757,0.0107534,0.0130753
0.0111274,0.0144581,0.011038,0.0140392,0.0221225,0.0528034
0.00990424,0.00903437,0.00959662,0.00970455,0.0105343,0.0153319
0.0135243,0.0149793,0.012452,0.00943165,0.0110423,0.0121207
0.014221,0.017294,0.0133684,0.0154252,0.0128585,0.0157257
0.0132501,0.0168566,0.0129861,0.0139534,0.0119238,0.020532
0.0140719,0.0131488,0.0110943,0.0118878,0.0158166,0.0211244
0.0130452,0.016097,0.011728,0.0102105,0.0115769,0.0174393
0.0123266,0.0128627,0.0105723,0.00987215,0.0105937,0.0131382
0.0115231,0.010773,0.0101209,0.0129482,0.00933806,0.0139793
0.011581,0.0115736,0.00915904,0.012697,0.0123008,0.0152744
0.0112768,0.0149824,0.0119096,0.0110151,0.00995558,0.0125143
0.0133044,0.0129805,0.0125851,0.0138609,0.0131954,0.0197384
0.0143764,0.0194042,0.0114713,0.00923802,0.0085564,0.0102492
0.0125679,0.0127873,0.0126981,0.0122316,0.0142873,0.0170557
0.0116407,0.0117518,0.00915365,0.00801526,0.00919311,0.00999902
0.0126364,0.0169596,0.00939359,0.011486,0.0111305,0.0173417
0.0142116,0.0109854,0.0113199,0.0159616,0.0197652,0.0370548
0.0124001,0.0144348,0.0117542,0.0155481,0.0280554,0.0345487
0.0106926,0.0169405,0.0119169,0.0222528,0.0364136,0.104794
0.0133177,0.0128472,0.00992517,0.010051,0.00913916,0.0110698
0.0118537,0.0112108,0.0085742,0.00912552,0.0105348,0.0115884
0.0120859,0.0116159,0.009579,0.00843682,0.0108031,0.0135429
0.0121288,0.0116588,0.0101669,0.0108954,0.0115128,0.0141471
0.0128697,0.011858,0.00852316,0.0104557,0.00971951,0.0157823
0.0130393,0.0130652,0.0104835,0.0110324,0.0104957,0.0154497
0.0130605,0.0131356,0.00974471,0.0111986,0.0135238,0.013588
0.0117665,0.0140215,0.0119041,0.0123922,0.0124847,0.0187113
0.0130073,0.0154207,0.0104849,0.0144358,0.0131224,0.0194389
0.015467,0.0119648,0.0149673,0.0120062,0.0126171,0.0175764
0.0123919,0.0133829,0.0124929,0.0138126,0.0107607,0.0134082
0.0128209,0.0174197,0.0114204,0.013156,0.0153483,0.0315869
0.0102252,0.0107566,0.012402,0.0126795,0.00871811,0.010222
0.0104822,0.011834,0.00927511,0.0115106,0.0111734,0.0162929
0.011994,0.0133129,0.0108719,0.00695021,0.00927823,0.0156599
0.0132805,0.0128809,0.0116893,0.0112337,0.014941,0.0228678
0.0119095,0.0147532,0.0104079,0.0116194,0.0115291,0.0143496
0.0103835,0.0121881,0.0108812,0.00923439,0.0100951,0.0136037
0.0156429,0.0127182,0.00886031,0.0101572,0.0138059,0.0150145
0.0093394,0.0132645,0.0145808,0.0125625,0.0106394,0.014974
0.013814,0.0144008,0.011436,0.0157445,0.0210019,0.0248078
0.0102486,0.0134086,0.0114115,0.00921052,0.00875527,0.0157311
0.0164692,0.0206866,0.0122118,0.0166657,0.014233,0.0201872
0.0105736,0.0143582,0.0127322,0.011687,0.0167302,0.0176415
0.0137906,0.0157077,0.0145573,0.0198165,0.0352839,0.0882113
0.0122367,0.0102836,0.00571904,0.00680586,0.00573417,0.00993489
0.0112832,0.0132952,0.00875302,0.00904326,0.00748704,0.0144506
0.0121935,0.0118961,0.0127366,0.0140951,0.0152126,0.018337
0.011722,0.0167553,0.0211274,0.0317957,0.0641542,0.145379
0.0127724,0.0143064,0.00970993,0.00771908,0.0112989,0.0186161
0.0129651,0.0171392,0.00958291,0.00888968,0.0151423,0.0184101
0.0144707,0.0106873,0.0136663,0.0212321,0.0590448,0.402683
0.0130982,0.0159608,0.0141695,0.0141052,0.0132859,0.0294434
0.0135911,0.0115731,0.00876065,0.00983072,0.0110031,0.0177475
0.0118851,0.0125129,0.00746023,0.00856635,0.00861965,0.0142549
0.0121875,0.0139225,0.0105268,0.0133678,0.0118662,0.0160087
0.00932959,0.00960832,0.0107708,0.0170761,0.0326414,0.12512
0.0134215,0.014436,0.0116334,0.0100282,0.0128936,0.0179458
0.0165408,0.0176346,0.0160343,0.015498,0.0154798,0.024159
0.0117071,0.0151509,0.0104577,0.0111787,0.0126754,0.0172576
0.0119376,0.0140949,0.0119038,0.0212674,0.0403162,0.0499805
0.0116081,0.014051,0.0112513,0.0119258,0.0135583,0.0165874
0.01071,0.0100299,0.0183187,0.0121316,0.0123007,0.0161932
0.0128206,0.0130032,0.00756266,0.00909211,0.0101426,0.0179006
0.0100185,0.012427,0.0126892,0.0179354,0.0104522,0.01929
0.013202,0.0158095,0.0137029,0.0136971,0.0103274,0.0143242
0.0148342,0.0169724,0.014494,0.0155,0.018219,0.0200794
0.0111081,0.0159545,0.0150143,0.0271001,0.0637854,0.165535
0.0124256,0.0132134,0.0106911,0.0140809,0.014363,0.0150324
0.0114357,0.014539,0.0172111,0.0165337,0.0214264,0.0425335
0.0131952,0.0154289,0.0112802,0.0107122,0.0121174,0.0182528
0.012291,0.0158437,0.0138994,0.0151939,0.01409,0.0230607
0.0106786,0.00876158,0.00890123,0.00631465,0.00749969,0.00936734
0.012303,0.0127737,0.0102044,0.0105763,0.0102757,0.0167582
0.00774583,0.0124522,0.00932797,0.0110914,0.0111442,0.02551
0.0129782,0.0145353,0.00959666,0.00952345,0.0114352,0.01944
0.0140847,0.0136194,0.0110215,0.00958732,0.0102732,0.0161035
0.0129621,0.0144769,0.0130874,0.0169753,0.0195302,0.0226606
0.0105702,0.0154065,0.0118099,0.00958856,0.010267,0.0184423
0.0133813,0.0129559,0.0102522,0.0103705,0.0100527,0.0118101
0.0139702,0.0131714,0.0135706,0.018983,0.0170062,0.0172255
0.0131933,0.0137619,0.00868263,0.0110278,0.0106693,0.0138679
0.0160955,0.0164251,0.0177858,0.0161771,0.015706,0.0177438
0.0117608,0.0158309,0.0106181,0.0127824,0.015105,0.0174527
0.0167096,0.0179111,0.0156845,0.0112256,0.010423,0.0115787
